,Year,MonthlyIncome,UPBatAcquisition,LTVRatio,BorrowerCount,InterestRate,OriginationValue,HousingExpenseToIncome,TotalDebtToIncome,B1CreditScore,B2CreditScore,Performance,PropertyValue,CurrentPropertyValue,ValueChange,Price
43,2021,6097,156000,73.0,1,2.875,156000,16.8,25.39,4,9,Current,213698.6301369863,213698.6301369863,0.0,156000
60,2021,7198,128500,66.0,1,2.5,128500,18.02,24.67,4,9,Current,194696.9696969697,194696.9696969697,0.0,128500
100,2021,5248,80000,80.0,1,2.5,80000,16.92,20.24,4,9,Current,100000.0,100000.0,0.0,80000
269,2021,8333,132000,72.0,1,2.5,132000,19.46,24.59,4,9,Current,183333.3333333333,183333.3333333333,0.0,132000
428,2021,6000,195000,72.0,1,3.0,195000,19.14,20.54,5,9,Current,270833.3333333334,270833.3333333334,0.0,195000
506,2021,5446,126000,73.0,1,2.875,126000,15.32,22.49,5,9,Current,172602.73972602742,172602.73972602742,0.0,126000
556,2021,9196,200000,80.0,1,3.125,200000,16.13,26.56,4,9,Current,250000.0,250000.0,0.0,200000
580,2021,9134,128000,80.0,1,3.25,128000,12.43,34.42,4,9,Current,160000.0,160000.0,0.0,128000
790,2021,11339,152000,95.0,1,2.875,152000,9.67,18.32,5,9,Current,160000.0,160000.0,0.0,152000
796,2021,7057,168000,66.0,1,2.75,168000,13.78,16.26,5,9,Current,254545.45454545453,254545.45454545453,0.0,168000
837,2021,7378,168000,80.0,1,3.125,168000,14.46,14.89,4,9,Current,210000.0,210000.0,0.0,168000
959,2021,11667,96000,80.0,1,2.375,96000,6.0,14.95,5,9,Current,120000.0,120000.0,0.0,96000
1039,2021,4891,145000,72.0,1,3.125,145000,17.27,27.15,5,9,Current,201388.8888888889,201388.8888888889,0.0,145000
1084,2021,6666,199500,95.0,1,3.25,199500,19.35,20.92,5,9,Current,210000.0,210000.0,0.0,199500
1128,2021,6285,139914,75.0,1,3.125,140150,17.79,28.6,5,9,Current,186866.66666666663,186866.66666666663,0.0,139914
1252,2021,5863,147268,80.0,1,3.25,148000,20.79,21.37,5,9,Current,185000.0,185000.0,0.0,147268
1305,2021,5465,95000,95.0,1,2.875,95000,15.57,20.92,5,9,Current,100000.0,100000.0,0.0,95000
1369,2021,10158,144000,80.0,1,2.875,144000,12.89,21.42,5,9,Current,180000.0,180000.0,0.0,144000
1394,2021,3499,106200,90.0,1,2.875,106200,0.0,25.09,5,9,Current,118000.0,118000.0,0.0,106200
1458,2021,8555,127200,80.0,1,2.875,127200,13.47,33.18,5,9,Current,159000.0,159000.0,0.0,127200
1547,2021,6389,145600,80.0,1,2.75,145600,18.88,23.8,4,9,Current,182000.0,182000.0,0.0,145600
1604,2021,5500,103273,84.0,1,2.5,103273,14.3,20.54,5,9,Current,122944.04761904762,122944.04761904762,0.0,103273
1607,2021,5163,66748,99.0,1,2.5,66748,12.42,22.38,4,9,Current,67422.22222222222,67422.22222222222,0.0,66748
1609,2021,10183,178900,98.0,1,2.5,178900,12.52,29.19,5,9,Current,182551.02040816323,182551.02040816323,0.0,178900
1657,2021,6890,124000,80.0,1,3.0,124000,11.83,20.67,5,9,Current,155000.0,155000.0,0.0,124000
1676,2021,6436,181580,76.0,1,2.5,181580,20.61,21.38,5,9,Current,238921.05263157893,238921.05263157893,0.0,181580
1677,2021,5905,100300,71.0,1,2.5,100300,9.18,10.71,4,9,Current,141267.60563380283,141267.60563380283,0.0,100300
1678,2021,5694,120000,80.0,1,2.5,120000,15.86,17.29,4,9,Current,150000.0,150000.0,0.0,120000
1679,2021,7083,136000,80.0,1,2.5,136000,12.37,24.03,5,9,Current,170000.0,170000.0,0.0,136000
1681,2021,3750,96000,80.0,1,2.5,96000,15.47,29.12,5,9,Current,120000.0,120000.0,0.0,96000
1720,2021,4573,59000,77.0,1,2.125,59000,13.15,31.74,4,9,Current,76623.37662337662,76623.37662337662,0.0,59000
1752,2021,9213,172000,80.0,1,3.125,172000,14.22,35.78,5,9,Current,215000.0,215000.0,0.0,172000
1764,2021,3009,71250,95.0,1,3.0,71250,14.1,35.07,5,9,Current,75000.0,75000.0,0.0,71250
1786,2021,7329,84000,80.0,1,2.875,84000,8.71,42.89,4,9,Current,105000.0,105000.0,0.0,84000
1792,2021,9315,149900,75.0,1,2.875,149900,13.61,14.97,5,9,Current,199866.66666666663,199866.66666666663,0.0,149900
1836,2021,3260,83800,79.0,1,2.5,83800,17.53,29.86,5,9,Current,106075.9493670886,106075.9493670886,0.0,83800
1876,2021,4238,60000,74.0,1,2.75,60000,8.54,25.12,4,9,Current,81081.08108108108,81081.08108108108,0.0,60000
1879,2021,3981,53200,95.0,1,2.75,53200,11.27,24.48,4,9,Current,56000.0,56000.0,0.0,53200
1881,2021,3605,36000,64.0,1,2.75,36000,7.69,16.84,5,9,Current,56250.0,56250.0,0.0,36000
1894,2021,9606,96000,80.0,1,2.75,96000,7.33,29.65,5,9,Current,120000.0,120000.0,0.0,96000
1895,2021,4983,121600,95.0,1,2.625,121600,16.29,32.48,5,9,Current,128000.0,128000.0,0.0,121600
1904,2021,6486,121200,97.0,1,2.875,121200,11.89,23.88,5,9,Current,124948.45360824742,124948.45360824742,0.0,121200
1916,2021,4833,65000,74.0,1,2.375,65000,12.81,20.07,5,9,Current,87837.83783783784,87837.83783783784,0.0,65000
1919,2021,5417,120000,71.0,1,2.625,120000,13.03,13.1,5,9,Current,169014.08450704225,169014.08450704225,0.0,120000
1938,2021,3846,88000,80.0,1,2.0,88000,20.6,21.51,5,9,Current,110000.0,110000.0,0.0,88000
1941,2021,5259,68000,65.0,1,2.0,68000,11.75,31.37,4,9,Current,104615.3846153846,104615.3846153846,0.0,68000
1946,2021,4977,140000,94.0,1,3.0,140000,19.43,25.2,5,9,Current,148936.17021276595,148936.17021276595,0.0,140000
1954,2021,4119,53000,70.0,1,2.0,53000,15.79,35.11,5,9,Current,75714.28571428572,75714.28571428572,0.0,53000
1959,2021,3692,93600,80.0,1,2.75,93600,17.06,27.66,4,9,Current,117000.0,117000.0,0.0,93600
1964,2021,4015,66514,89.0,1,2.5,66514,10.96,24.21,5,9,Current,74734.83146067416,74734.83146067416,0.0,66514
1973,2021,2873,60800,80.0,1,2.5,60800,13.83,22.39,5,9,Current,76000.0,76000.0,0.0,60800
1984,2021,4232,98500,70.0,1,2.625,98500,13.66,29.01,5,9,Current,140714.2857142857,140714.2857142857,0.0,98500
2023,2021,3450,75757,101.0,1,3.0,75757,15.43,26.85,5,9,Current,75006.93069306931,75006.93069306931,0.0,75757
2024,2021,2557,49506,92.0,1,2.375,49506,12.91,29.06,4,9,Current,53810.86956521739,53810.86956521739,0.0,49506
2049,2021,7404,126400,80.0,1,3.0,126400,11.5,17.33,5,9,Current,158000.0,158000.0,0.0,126400
2056,2021,3640,55200,80.0,1,2.0,55200,17.78,18.74,5,9,Current,69000.0,69000.0,0.0,55200
2083,2021,6472,188200,100.0,1,2.75,188200,15.95,25.53,4,9,Current,188200.0,188200.0,0.0,188200
2102,2021,4675,95160,80.0,1,2.125,95160,18.17,19.99,4,9,Current,118950.0,118950.0,0.0,95160
2128,2021,7082,212000,80.0,1,2.5,212000,19.6,23.92,5,9,Current,265000.0,265000.0,0.0,212000
2134,2021,3780,65550,69.0,1,2.25,65550,17.0,17.0,5,9,Current,95000.0,95000.0,0.0,65550
2145,2021,6865,104500,95.0,1,2.5,104500,10.62,43.07,5,9,Current,110000.0,110000.0,0.0,104500
2157,2021,4418,77000,67.0,1,2.625,77000,12.08,21.24,5,9,Current,114925.37313432836,114925.37313432836,0.0,77000
2164,2021,5186,92560,80.0,1,2.375,92560,16.16,26.34,5,9,Current,115700.0,115700.0,0.0,92560
2169,2021,6005,140000,80.0,1,2.25,140000,18.66,21.54,5,9,Current,175000.0,175000.0,0.0,140000
2208,2021,7558,108000,80.0,1,2.0,108000,12.59,24.96,4,9,Current,135000.0,135000.0,0.0,108000
2224,2021,4009,60285,70.0,1,2.0,60285,15.82,24.8,4,9,Current,86121.42857142858,86121.42857142858,0.0,60285
2236,2021,5155,99000,90.0,1,3.125,99000,18.03,23.71,5,9,Current,110000.0,110000.0,0.0,99000
2288,2021,4384,98800,80.0,1,2.875,98800,13.47,34.09,5,9,Current,123500.0,123500.0,0.0,98800
2310,2021,7378,155200,80.0,1,2.75,155200,12.52,24.08,4,9,Current,194000.0,194000.0,0.0,155200
2337,2021,7583,48000,80.0,1,2.75,48000,6.86,6.86,5,9,Current,60000.0,60000.0,0.0,48000
2405,2021,7448,88000,80.0,1,2.0,88000,11.52,11.95,5,9,Current,110000.0,110000.0,0.0,88000
2423,2021,3159,40000,80.0,1,2.125,40000,11.54,11.54,9,9,Current,50000.0,50000.0,0.0,40000
2425,2021,4295,75000,100.0,1,2.5,75000,12.53,31.01,5,9,Current,75000.0,75000.0,0.0,75000
2429,2021,3250,64141,103.0,1,2.375,64141,14.56,32.93,4,9,Current,62272.81553398058,62272.81553398058,0.0,64141
2489,2021,4570,57500,71.0,1,2.125,57500,12.82,18.07,5,9,Current,80985.91549295775,80985.91549295775,0.0,57500
2490,2021,10632,147200,80.0,1,2.875,147200,9.23,33.71,5,9,Current,184000.0,184000.0,0.0,147200
2491,2021,5465,149555,93.0,1,2.5,149555,16.77,27.64,4,9,Current,160811.82795698923,160811.82795698923,0.0,149555
2542,2021,7267,134000,79.0,1,3.0,134000,13.87,33.17,4,9,Current,169620.25316455695,169620.25316455695,0.0,134000
2568,2021,5951,119000,80.0,1,2.625,119000,16.4,28.81,5,9,Current,148750.0,148750.0,0.0,119000
