,Year,MonthlyIncome,UPBatAcquisition,LTVRatio,BorrowerCount,InterestRate,OriginationValue,HousingExpenseToIncome,TotalDebtToIncome,B1CreditScore,B2CreditScore,Performance,PropertyValue,CurrentPropertyValue,ValueChange,Price
55,2021,6975,285731,57.0,2,2.875,285731,28.85,29.84,5,5,Current,501282.4561403509,501282.4561403509,0.0,285731
58,2021,5255,251130,80.0,2,3.0,252000,28.23,38.22,5,4,Current,315000.0,315000.0,0.0,251130
103,2021,7913,377250,40.0,2,2.875,377250,33.67,42.08,4,4,Current,943125.0,943125.0,0.0,377250
128,2021,8098,307500,75.0,2,2.875,307500,28.27,35.92,4,5,Current,410000.0,410000.0,0.0,307500
137,2021,9666,452205,59.0,2,2.875,453000,30.41,38.99,5,4,Current,767796.6101694916,767796.6101694916,0.0,452205
138,2021,7548,308000,79.0,2,3.0,308000,27.62,37.33,5,5,Current,389873.41772151896,389873.41772151896,0.0,308000
139,2021,9021,328091,85.0,2,3.375,330225,22.93,40.87,4,4,Current,388500.0,388500.0,0.0,328091
154,2021,12561,375000,28.0,2,3.0,375000,36.16,36.71,5,5,Current,1339285.714285714,1339285.714285714,0.0,375000
170,2021,7026,294000,73.0,2,3.375,294000,24.93,33.11,5,4,Current,402739.72602739726,402739.72602739726,0.0,294000
195,2021,11053,359000,78.0,2,2.75,359000,25.17,42.33,5,4,Current,460256.4102564103,460256.4102564103,0.0,359000
198,2021,7666,437200,68.0,2,2.75,437200,37.0,43.21,5,5,Current,642941.1764705882,642941.1764705882,0.0,437200
204,2021,4057,344415,96.0,2,2.625,344415,49.99,51.69,5,5,Current,358765.625,358765.625,0.0,344415
220,2021,6004,313057,90.0,2,2.625,313057,31.13,66.36,4,4,Current,347841.1111111111,347841.1111111111,0.0,313057
300,2021,5195,268000,60.0,2,3.125,268000,32.0,39.99,4,4,Current,446666.6666666667,446666.6666666667,0.0,268000
304,2021,9010,335000,74.0,2,2.25,335000,30.19,34.93,5,5,Current,452702.7027027027,452702.7027027027,0.0,335000
307,2021,8142,305000,63.0,2,2.75,305000,25.48,31.35,5,5,Current,484126.98412698414,484126.98412698414,0.0,305000
319,2021,9999,375000,44.0,2,2.875,375000,31.17,40.38,5,5,Current,852272.7272727273,852272.7272727273,0.0,375000
321,2021,10124,392000,76.0,2,2.25,392000,31.37,33.43,5,5,Current,515789.4736842105,515789.4736842105,0.0,392000
333,2021,4363,360000,52.0,2,2.875,360000,49.54,49.54,5,4,Current,692307.6923076923,692307.6923076923,0.0,360000
337,2021,7849,375000,57.0,2,2.875,375000,32.91,39.14,5,9,Current,657894.7368421053,657894.7368421053,0.0,375000
346,2021,5170,230000,74.0,2,2.875,230000,31.01,36.81,5,5,Current,310810.8108108108,310810.8108108108,0.0,230000
356,2021,8064,450000,43.0,2,3.0,450000,36.6,37.1,5,5,Current,1046511.6279069768,1046511.6279069768,0.0,450000
371,2021,5600,371000,66.0,2,2.75,371000,37.42,45.58,5,5,Current,562121.212121212,562121.212121212,0.0,371000
376,2021,8038,398908,71.0,2,2.875,400000,32.47,32.9,4,4,Current,563380.2816901408,563380.2816901408,0.0,398908
390,2021,8183,335423,80.0,2,3.0,336000,26.28,46.79,5,5,Current,420000.0,420000.0,0.0,335423
399,2021,5188,366100,65.0,2,3.0,366100,41.01,49.41,5,5,Current,563230.7692307692,563230.7692307692,0.0,366100
