,Year,MonthlyIncome,UPBatAcquisition,LTVRatio,BorrowerCount,InterestRate,OriginationValue,HousingExpenseToIncome,TotalDebtToIncome,B1CreditScore,B2CreditScore,Performance,PropertyValue,CurrentPropertyValue,ValueChange,Price
3,2021,5912,228000,80.0,2,3.0,228000,26.64,42.28,3,3,Current,285000.0,285000.0,0,228000
80,2021,7884,186951,99.0,2,4.125,186951,16.93,38.39,3,3,Current,188839.3939,188839.3939,0,186951
129,2021,12329,273141,82.0,2,3.0,273141,18.98,35.21,2,3,Current,333098.7805,333098.7805,0,273141
285,2021,6683,365000,75.0,2,3.25,365000,30.88,44.6,2,4,Current,486666.6667,486666.6667,0,365000
436,2021,6340,191468,99.0,2,3.125,191468,22.7,48.3,2,2,Current,193402.0202,193402.0202,0,191468
616,2021,7305,290000,80.0,2,3.0,290000,23.81,44.46,3,4,Current,362500.0,362500.0,0,290000
940,2021,5611,345000,69.0,2,2.875,345000,34.62,36.34,2,3,Current,500000.0,500000.0,0,345000
955,2021,14229,465000,79.0,2,3.5,465000,18.47,47.19,2,2,Current,588607.5949,588607.5949,0,465000
966,2021,8984,202500,90.0,2,3.625,202500,15.09,40.95,3,3,Current,225000.0,225000.0,0,202500
973,2021,4756,219900,92.0,2,3.625,219900,31.91,41.48,3,3,Current,239021.7391,239021.7391,0,219900
1046,2021,8681,199500,95.0,2,3.375,199500,15.77,39.82,3,4,Current,210000.0,210000.0,0,199500
1082,2021,8399,294060,88.0,2,3.25,294060,21.29,40.69,3,4,Current,334159.0909,334159.0909,0,294060
1180,2021,3139,119179,52.0,2,3.5,119179,36.97,55.88,2,3,Current,229190.3846,229190.3846,0,119179
1277,2021,9816,404000,80.0,2,3.0,404000,25.17,41.81,2,2,Current,505000.0,505000.0,0,404000
1443,2021,6083,269565,78.0,2,3.375,270000,26.36,35.98,3,3,Current,346153.8462,346153.8462,0,269565
1466,2021,5089,335000,100.0,2,3.0,335000,34.77,48.48,2,2,Current,335000.0,335000.0,0,335000
1500,2021,9456,375000,45.0,2,3.375,375000,36.0,39.98,2,4,Current,833333.3333,833333.3333,0,375000
1580,2021,6466,271095,103.0,2,3.125,271095,30.21,48.13,2,4,Current,263199.0291,263199.0291,0,271095
1581,2021,6353,285000,70.0,2,3.375,285000,29.63,41.12,2,4,Current,407142.8571,407142.8571,0,285000
1587,2021,9299,347000,62.0,2,3.25,347000,21.13,41.75,2,3,Current,559677.4194,559677.4194,0,347000
1660,2021,9930,328000,80.0,2,3.25,328000,22.2,34.98,2,2,Current,410000.0,410000.0,0,328000
1670,2021,5625,218500,90.0,2,3.125,218500,24.13,44.13,3,5,Current,242777.7778,242777.7778,0,218500
1728,2021,5686,237000,79.0,2,3.0,237000,37.48,42.18,2,4,Current,300000.0,300000.0,0,237000
1765,2021,8369,176000,80.0,2,3.5,176000,15.71,43.32,3,3,Current,220000.0,220000.0,0,176000
2179,2021,4106,167981,98.0,2,3.5,168513,30.55,42.58,3,3,Current,171952.0408,171952.0408,0,167981
2181,2021,8862,265412,92.0,2,3.5,266252,19.5,34.83,2,3,Current,289404.3478,289404.3478,0,265412
2186,2021,9301,235653,99.0,3,2.625,235653,18.8,50.09,2,3,Current,238033.3333,238033.3333,0,235653
2188,2021,7104,333426,100.0,2,3.0,334000,30.75,38.26,2,2,Current,334000.0,334000.0,0,333426
2373,2021,3467,151276,98.0,2,2.75,151276,29.52,52.51,3,2,Current,154363.2653,154363.2653,0,151276
2410,2021,4302,146450,101.0,2,3.5,146450,22.27,37.05,2,2,Current,145000.0,145000.0,0,146450
2611,2021,5563,190700,79.0,2,2.875,190700,20.52,45.36,3,5,Current,241392.4051,241392.4051,0,190700
2619,2021,5509,280000,80.0,2,3.0,280000,28.77,39.77,2,3,Current,350000.0,350000.0,0,280000
2880,2021,6889,216000,90.0,2,3.375,216000,19.95,42.22,3,5,Current,240000.0,240000.0,0,216000
2999,2021,8138,200455,80.0,2,3.0,200800,18.77,41.86,3,4,Current,251000.0,251000.0,0,200455
3019,2021,8494,217257,90.0,2,3.0,217257,17.78,41.89,3,4,Current,241396.6667,241396.6667,0,217257
3211,2021,5682,335000,73.0,2,3.125,335000,28.68,35.0,2,3,Current,458904.1096,458904.1096,0,335000
3286,2021,6002,283666,99.0,2,2.625,283666,27.72,27.72,2,2,Current,286531.3131,286531.3131,0,283666
3329,2021,2772,157102,99.0,2,2.75,157102,34.85,50.55,2,5,Current,158688.8889,158688.8889,0,157102
3598,2021,6285,305000,78.0,2,2.75,305000,33.34,41.69,2,4,Current,391025.641,391025.641,0,305000
3708,2021,5244,197100,76.0,2,3.125,197100,29.73,36.54,3,4,Current,259342.1053,259342.1053,0,197100
3743,2021,6811,389405,95.0,2,2.875,389405,39.26,44.9,2,3,Current,409900.0,409900.0,0,389405
3765,2021,9930,236500,90.0,2,3.625,236500,19.58,40.18,2,2,Current,262777.7778,262777.7778,0,236500
4048,2021,8430,211000,77.0,3,3.0,211000,32.59,42.15,3,4,Current,274025.974,274025.974,0,211000
4122,2021,5321,237182,82.0,2,3.125,237182,26.09,47.57,3,4,Current,289246.3415,289246.3415,0,237182
4508,2021,8821,280000,76.0,2,3.5,280000,21.97,41.54,3,4,Current,368421.0526,368421.0526,0,280000
4510,2021,6392,189000,79.0,2,3.5,189000,21.29,31.15,3,4,Current,239240.5063,239240.5063,0,189000
4615,2021,13351,265000,80.0,2,3.875,265000,12.85,35.15,3,3,Current,331250.0,331250.0,0,265000
5510,2021,9708,292585,100.0,2,2.875,293100,18.7,44.17,2,4,Current,293100.0,293100.0,0,292585
5704,2021,8202,316250,93.0,2,2.875,316250,23.9,59.1,3,5,Current,340053.7634,340053.7634,0,316250
6004,2021,7989,253326,99.0,2,2.625,253326,21.17,50.78,2,2,Current,255884.8485,255884.8485,0,253326
6099,2021,4451,207055,102.0,2,2.875,207055,28.72,43.19,2,4,Current,202995.098,202995.098,0,207055
6138,2021,8433,232475,85.0,2,3.125,232475,19.39,35.03,2,2,Current,273500.0,273500.0,0,232475
6281,2021,10000,210400,80.0,2,3.125,210400,13.86,46.87,3,4,Current,263000.0,263000.0,0,210400
6384,2021,7773,237500,95.0,2,3.0,237500,20.12,42.05,3,4,Current,250000.0,250000.0,0,237500
6401,2021,6603,300000,80.0,2,3.0,300000,27.33,39.58,3,4,Current,375000.0,375000.0,0,300000
6572,2021,8119,213300,85.0,2,3.375,213300,14.48,41.46,3,4,Current,250941.1765,250941.1765,0,213300
6621,2021,8270,262555,99.0,2,2.875,262555,19.7,45.27,2,2,Current,265207.0707,265207.0707,0,262555
6673,2021,5418,143008,82.0,2,2.875,143264,18.64,51.69,2,4,Current,174712.1951,174712.1951,0,143008
6889,2021,2481,76800,95.0,2,3.375,76800,26.65,44.78,2,3,Current,80842.10526,80842.10526,0,76800
6892,2021,2749,65120,82.0,2,3.625,65120,17.14,49.9,2,3,Current,79414.63415,79414.63415,0,65120
6976,2021,7440,180000,84.0,2,2.625,180000,23.07,45.37,3,2,Current,214285.7143,214285.7143,0,180000
7007,2021,6024,180000,64.0,2,3.0,180000,19.41,48.42,3,3,Current,281250.0,281250.0,0,180000
7015,2021,11107,264000,73.0,2,3.75,264000,13.55,38.18,3,3,Current,361643.8356,361643.8356,0,264000
7151,2021,6744,208050,95.0,2,3.125,208050,20.4,37.17,3,5,Current,219000.0,219000.0,0,208050
7225,2021,6179,174313,83.0,2,3.125,174313,17.56,42.97,3,4,Current,210015.6627,210015.6627,0,174313
7255,2021,5600,279176,103.0,2,3.0,279176,27.26,51.59,3,2,Current,271044.6602,271044.6602,0,279176
7332,2021,4753,157000,84.0,2,3.375,157000,30.45,41.49,3,3,Current,186904.7619,186904.7619,0,157000
7483,2021,7340,227800,79.0,2,3.49,227800,18.99,36.33,3,4,Current,288354.4304,288354.4304,0,227800
7485,2021,8539,299600,75.0,2,3.625,299600,27.76,33.22,3,4,Current,399466.6667,399466.6667,0,299600
7509,2021,10607,331500,75.0,2,3.49,331500,18.71,29.19,2,5,Current,442000.0,442000.0,0,331500
7518,2021,12676,260000,47.0,2,3.75,260000,13.2,32.36,2,3,Current,553191.4894,553191.4894,0,260000
7552,2021,5793,200915,99.0,2,3.0,201261,22.76,54.14,2,2,Current,203293.9394,203293.9394,0,200915
7654,2021,4166,190000,71.0,2,3.375,190000,27.22,32.26,2,2,Current,267605.6338,267605.6338,0,190000
7702,2021,5738,225000,75.0,2,3.125,225000,35.55,44.75,2,4,Current,300000.0,300000.0,0,225000
7703,2021,2704,112000,78.0,2,3.125,112000,33.41,36.37,3,2,Current,143589.7436,143589.7436,0,112000
7716,2021,8421,295000,80.0,2,3.25,295000,21.08,45.79,3,4,Current,368750.0,368750.0,0,295000
7924,2021,6473,279000,59.0,2,3.25,279000,26.89,42.2,3,3,Current,472881.3559,472881.3559,0,279000
7982,2021,5055,132000,80.0,2,3.0,132000,16.92,50.77,3,3,Current,165000.0,165000.0,0,132000
